transit_id,pl_period,pl_transit_duration,pl_radius,st_eff_temp,st_radius
K01060.03,20.4972755,8.536,2.96,6021.0,1.458
K01121.01,14.15402428,4.47001,53.25,5850.0,1.037
K00991.01,12.06222962,2.0584,1.62,5547.0,0.933
K01060.04,8.19345065,5.234,1.74,6021.0,1.458
K00140.01,19.97867,10.168,6.85,9651.0,1.895
K01188.01,2.988085455,3.68,21.81,5497.0,0.809
K01066.01,5.714817603,3.14126,9.29,5695.0,0.842
K01005.01,35.61760233,8.4559,5.17,5123.0,0.779
K01073.01,1.613001111,2.394,1.25,5580.0,1.205
K01074.01,3.770551475,3.8077,12.05,6322.0,1.075
K01141.01,5.72812616,2.0295,1.38,3968.0,0.548
K01143.01,7.44042933,2.991,2.74,5815.0,0.877
K00137.01,7.641567589,3.41018,4.91,5356.0,1.055
K01145.01,30.5872153,5.3698,2.32,5944.0,1.082
K01147.01,2.6827683,2.957,1.19,6180.0,1.223
K00945.01,25.8474958,5.985,2.4,6297.0,1.031
K00945.02,40.715561,6.894,2.7,6297.0,1.031
K01013.01,0.51872711,1.252,19.07,5572.0,0.762
K00137.02,14.85890852,3.5252,5.94,5356.0,1.055
K01085.01,7.71790675,1.84,0.9,3975.0,0.509
K00137.03,3.504691252,1.9811,2.03,5356.0,1.055
K01160.01,13.21409607,3.5641,2.77,5333.0,0.728
K00013.01,1.763587535,3.16877,21.42,9107.0,3.031
K01095.01,51.59809554,2.0153,6.57,5681.0,0.859
K01097.01,10.9110487,7.033,2.36,5903.0,0.864
K00960.01,15.801100028,6.37505,15.61,5383.0,0.789
K01035.01,1.217266418,3.3208,14.49,6631.0,1.638
K01037.01,3.7228551,12.8164,5.67,5873.0,0.863
K01165.01,7.053934488,1.7244,2.36,5357.0,0.863
K01165.02,4.29263699,2.7,0.68,5357.0,0.863
K00961.01,1.213770423,0.5532,0.78,3292.0,0.148
K00961.02,0.453287416,0.4445,0.76,3292.0,0.148
K00961.03,1.865114193,0.4279,0.66,3292.0,0.148
K01041.01,19.56313723,6.8575,9.73,5766.0,1.077
K01427.01,2.613020421,1.9588,1.5,3883.0,0.517
K01428.01,0.927859786,1.4279,1.79,4815.0,0.699
K01241.01,21.4054422,11.721,11.64,4838.0,4.361
K01241.02,10.5007712,14.522,5.68,4838.0,4.361
K00157.05,118.3786735,9.5574,3.4,5657.0,1.046
K01250.01,0.782045734,1.7945,45.05,6113.0,0.995
K01368.01,251.0597249,5.1095,44.2,5714.0,1.086
K01436.01,2.508553286,2.2664,1.28,5814.0,0.881
K01436.02,13.75129636,3.853,1.66,5814.0,0.881
K01253.01,3.611541977,8.6068,28.07,5203.0,0.802
K01256.01,9.991625291,3.8552,38.93,5874.0,1.096
K00157.06,10.30401132,4.2246,1.84,5657.0,1.046
K01374.01,0.890737359,1.9257,20.57,5687.0,1.169
K01436.03,5.41908491,2.3379,1.38,5814.0,0.881
K01258.01,36.33750453,7.06,5.3,5717.0,0.884
K01258.02,14.64613058,5.688,2.22,5717.0,0.884
K01258.03,148.272013,4.192,4.3,5717.0,0.884
K01451.01,27.32204488,5.6716,21.58,5620.0,0.772
K01262.01,14.17098745,3.4804,4.19,5107.0,0.777
K01327.01,15.6402515,6.222,18.11,5346.0,0.826
K01441.01,8.50698069,2.938,1.9,5822.0,0.986
K01267.01,5.93821065,2.5128,61.63,6123.0,0.85
K01383.01,3.221785738,3.3411,25.03,6250.0,1.041
K01387.01,23.799939273,5.02319,51.74,5934.0,0.957
K01446.01,1.22775877,2.7545,48.79,6207.0,1.044
K01448.01,2.48658617,2.7189,24.39,5892.0,1.198
K01273.01,40.05881661,5.595,3.43,5668.0,0.868
K01455.01,15.068060768,3.3011,16.43,5982.0,0.96
K01274.01,704.962626,18.003,4.53,5305.0,0.818
K01275.01,50.28635977,6.3212,3.88,5900.0,1.167
K01394.01,5.663621501,1.2968,2.47,4917.0,0.723
K01397.01,6.247030799,1.4848,1.89,3821.0,0.487
K01209.01,272.0868353,2.7145,5.95,5587.0,0.791
K01210.01,14.55387488,6.973,3.45,6143.0,1.507
K00157.01,13.02493307,4.5706,2.88,5657.0,1.046
K01212.01,11.30123036,4.022,1.85,5730.0,1.122
K01213.01,0.796722833,2.4551,1.44,5959.0,1.334
K01281.01,49.4781446,2.493,1.88,5776.0,0.849
K00167.01,4.919584997,4.1988,2.86,6236.0,1.378
K01405.01,11.41911886,5.135,3.32,6311.0,1.172
K00157.02,22.687155,5.4921,3.2,5657.0,1.046
K01287.01,4.429633087,3.0257,32.12,5344.0,0.809
K01347.01,14.405857436,5.48509,23.42,5945.0,1.346
K01349.01,16.66216657,3.8762,843.45,6440.0,1.169
K01352.01,4.81886153,6.223,2.96,5030.0,0.651
K01414.01,4.02378908,3.237,2.24,7516.0,3.685
K01415.01,0.312941621,2.0646,58.02,6286.0,1.188
K00157.03,31.99552485,4.2817,4.12,5657.0,1.046
K01419.01,1.336109338,1.7419,35.19,6119.0,0.967
K01298.01,11.00817635,2.013,2.15,4141.0,0.582
K01298.02,92.7495777,5.506,1.87,4141.0,0.582
K01300.01,0.63133171,1.1487,1.2,4441.0,0.53
K01301.01,12.69905011,2.9899,2.62,5291.0,0.882
K01237.01,14.32407216,4.6577,38.86,6022.0,1.039
K01301.02,37.5142128,5.303,2.68,5291.0,0.882
K00157.04,46.6856205,6.3794,2.52,5657.0,1.046
K01303.01,34.2966363,19.718,3.29,5490.0,1.167
K01602.01,9.97716876,5.908,2.53,5557.0,1.616
K01723.01,59.6222627,6.888,3.63,6108.0,0.997
K01495.01,15.59466045,5.0478,2.74,5900.0,0.929
K00174.01,56.35407916,3.4449,2.59,4802.0,0.701
K01559.01,1.332560589,4.2427,1.4,4489.0,0.609
K01613.01,15.86624787,4.25,1.31,6099.0,1.308
K01726.01,44.96407458,4.981,2.0,4827.0,0.729
K01497.01,0.520222869,1.2216,1.52,5776.0,0.889
K01619.01,20.6654374,3.172,0.66,4830.0,0.676
K01621.01,20.31047472,5.3357,2.41,6065.0,1.877
K01732.01,43.3167427,4.995,2.42,5654.0,0.774
K01500.01,3.351556891,2.4005,1.64,5185.0,0.911
K01503.01,150.2412582,10.849,4.6,5604.0,0.943
K01565.01,0.466743525,1.3956,20.43,5791.0,0.856
K01567.01,7.24022418,2.9153,2.14,4955.0,0.721
K01567.02,4.64622383,2.5137,1.82,4955.0,0.721
K01747.01,20.55848388,1.449,36.9,5578.0,0.936
K01750.01,7.76845639,3.689,1.35,5447.0,0.917
K01508.01,22.0459163,5.22,3.05,5900.0,0.951
K01567.03,17.32670445,4.269,2.23,4955.0,0.721
K01567.04,44.8411168,5.902,2.75,4955.0,0.721
K01568.01,1.008917105,1.4577,1.51,5708.0,0.795
K01570.01,6.33855946,3.4617,3.31,6108.0,1.03
K01632.01,4.59489816,3.1381,1.85,6056.0,1.381
K01633.01,32.2964275,4.561,1.9,5246.0,0.891
K00190.01,12.264867364,4.7366,28.29,5372.0,2.344
K00194.01,3.120828136,2.1878,14.16,6122.0,0.996
K01754.01,15.13590453,2.236,2.57,6050.0,1.572
K01574.01,114.73658,12.0355,12.28,5597.0,1.699
K01574.02,191.239133,16.942,6.47,5597.0,1.699
K01574.03,5.83393857,4.5813,1.98,5597.0,1.699
K01648.01,38.3262237,3.073,2.43,5229.0,0.903
K01760.01,5.52418625,2.826,2.25,5334.0,1.004
K01760.02,8.77514782,3.176,1.91,5334.0,1.004
K01519.01,5.1443645,2.703,1.55,5157.0,0.904
K01579.01,7.132351753,2.9674,49.34,7530.0,1.93
K01654.01,1.097211085,1.6738,16.07,3497.0,0.334
K00195.01,3.217518511,2.11481,11.38,5720.0,0.903
K01582.01,186.4361811,5.774,11.32,5393.0,1.37
K01661.01,0.94773253,1.7645,45.58,6302.0,1.269
K01528.01,3.989544192,1.591,0.93,5229.0,0.688
K01669.01,61.0373591,8.378,3.38,6309.0,1.614
K01465.01,9.771462706,1.767,10.15,5812.0,0.853
K00178.01,6.14281498,4.624,1.82,6495.0,1.554
K00172.01,13.7223682,5.1231,2.23,5637.0,0.943
K01469.01,3.582076914,4.4228,5.33,6109.0,0.993
K01590.01,12.89006728,3.555,1.93,4915.0,0.812
K00185.01,23.210509958,3.09802,21.19,5875.0,0.809
K01590.02,2.35574505,1.796,1.34,4915.0,0.812
K01590.03,4.74666128,2.093,1.3,4915.0,0.812
K01591.01,19.65639342,3.226,2.83,5288.0,0.74
K01474.01,69.72646639,3.7177,11.65,6430.0,1.731
K01475.01,1.609321941,1.6067,1.57,4224.0,0.603
K01475.02,9.51220046,2.9497,1.99,4224.0,0.603
K01475.03,4.72941177,2.234,1.22,4224.0,0.603
K01693.01,3.403743926,1.5017,10.77,5596.0,0.853
K00172.02,242.467406,12.808,1.73,5637.0,0.943
K01479.01,4.9883872,9.142,2.59,5819.0,0.823
K01544.01,1.525924389,3.15998,49.86,6203.0,1.06
K01596.01,5.92365747,2.6302,0.99,3883.0,0.496
K01596.02,105.3582299,3.81,1.87,3883.0,0.496
K01551.01,31.13862664,5.2482,12.88,5919.0,1.0
K01599.01,20.4074846,8.839,2.9,5823.0,0.972
K00173.01,10.06083238,4.5718,2.58,5705.0,1.14
K01554.01,1.332564478,6.0325,27.04,5995.0,0.878
K01958.01,17.8159689,3.6765,3.12,5964.0,0.933
K02033.01,16.54081386,2.5996,1.57,5064.0,0.769
K01829.01,22.84156293,2.5997,30.0,5381.0,0.826
K01892.01,62.5613879,5.907,3.54,5662.0,0.84
K01895.01,8.45746636,2.2906,1.87,4347.0,0.524
K01895.02,17.28116957,2.829,2.04,4347.0,0.524
K01895.03,32.1340014,2.691,1.84,4347.0,0.524
K01970.01,21.96401646,2.7509,2.57,5774.0,0.958
K01970.02,125.602323,7.105,2.89,5774.0,0.958
K01971.01,19.32945602,3.794,2.26,5026.0,0.763
K00024.01,2.086075752,2.2647,10.3,6131.0,1.417
K02045.01,5.47665801,2.5482,2.01,4650.0,0.706
K01835.01,4.580346161,2.097,1.38,5103.0,0.789
K01835.02,2.248288213,2.0361,1.25,5103.0,0.789
K01835.03,6.76690759,1.7062,1.31,5103.0,0.789
K01977.01,9.38740646,1.6165,1.69,4500.0,0.646
K01977.02,7.41556471,1.973,0.79,4500.0,0.646
K02045.02,24.2101973,4.046,1.5,4650.0,0.706
K02047.01,6.22161107,3.4117,1.59,6277.0,1.097
K01908.01,12.55111099,3.1293,1.34,4213.0,0.598
K01908.02,24.0884178,3.952,1.16,4213.0,0.598
K01979.01,2.714078374,1.3115,1.38,5815.0,0.992
K02060.01,2.800111267,1.0237,2.13,4786.0,0.704
K01986.01,148.4601819,5.499,3.61,5159.0,0.821
K01988.01,0.934885365,1.4083,3.21,4777.0,1.795
K02051.01,25.7626846,6.908,2.66,5739.0,1.069
K02051.02,11.0317836,4.753,1.45,5739.0,1.069
K01851.01,4.469754641,1.813,2.26,5988.0,0.934
K01992.01,12.7983174,6.401,2.88,5592.0,1.451
K02058.01,1.52373073,1.4796,1.26,3746.0,0.51
K01923.01,7.23400381,2.165,1.78,5411.0,0.85
K02002.01,14.37504582,3.208,2.05,5931.0,1.053
K02064.01,6.31219171,4.9377,2.17,6322.0,1.075
K01860.01,6.31943553,3.3422,2.71,5670.0,1.022
K01860.02,12.20951755,4.1808,2.61,5670.0,1.022
K01860.03,3.07644709,2.6326,1.61,5670.0,1.022
K00196.01,1.855557556,2.35672,10.05,5657.0,0.947
K02014.01,2.466070972,1.9559,24.3,5708.0,0.884
K01871.01,92.7297248,6.83,2.81,4580.0,0.675
K01937.01,1.411230023,1.4325,1.71,4575.0,0.737
K02019.01,14.08826442,4.1847,2.66,5853.0,0.895
K00197.01,17.276296682,3.94738,7.31,4941.0,0.738
K01874.01,18.6848377,3.7965,1.93,4156.0,0.545
K01874.02,7.41634701,2.1362,1.24,4156.0,0.545
K00211.01,124.03589939,4.8472,11.13,5822.0,1.28
K01941.01,1.194812329,1.3777,1.36,6198.0,0.97
K02024.01,46.8776724,10.041,2.62,5504.0,0.993
K01948.01,26.635216,5.949,27.64,5215.0,0.882
K01815.01,3.126861192,1.1926,5.12,4854.0,1.749
K00212.01,5.69590202,3.5661,6.61,6106.0,0.94
K01885.01,5.65378163,1.9483,1.82,5988.0,0.934
K00239.02,3.62275506,2.7868,1.62,5794.0,1.216
K02174.01,6.69332825,2.311,2.44,4245.0,0.637
K02174.02,33.1362861,4.163,2.05,4245.0,0.637
K02174.03,7.72513619,2.042,1.71,4245.0,0.637
K02106.01,9.75374033,2.348,1.87,5806.0,0.899
K02177.01,62.8917493,6.831,2.5,5052.0,0.855
K00231.01,119.8401019,3.6796,26.96,4602.0,0.675
K02347.01,0.588001053,1.1451,0.99,3814.0,0.57
K02350.01,1.078389713,1.3394,1.98,5325.0,0.985
K02266.01,1.003931703,1.4361,1.6,4949.0,0.741
K02117.01,13.36019864,2.788,1.84,4500.0,0.688
K02189.01,33.35859852,2.286,4.44,5009.0,0.799
K02200.01,3.17059731,1.6686,1.69,5431.0,0.843
K02280.01,26.0203329,4.965,4.53,5624.0,1.244
K02204.01,10.86062378,2.2874,2.09,6455.0,1.496
K02205.01,24.08632177,2.236,2.78,4973.0,0.768
K02131.01,14.36270451,4.564,2.31,6643.0,1.216
K02212.01,17.14648756,4.2354,3.64,5559.0,1.412
K02290.01,91.500873,4.842,1.82,5051.0,0.706
K02365.01,35.9682692,2.839,2.95,5883.0,1.529
K02367.01,6.89213244,1.725,1.35,6164.0,1.446
K02137.01,14.97436238,2.4461,1.28,5311.0,0.8
K02215.01,22.0425953,61.2018,28.78,5974.0,1.26
K02216.01,23.34036251,2.054,2.21,5530.0,0.892
K02293.01,15.03366411,3.272,1.7,5523.0,0.891
K02372.01,5.349791,4.279,1.29,6074.0,1.183
K02374.01,5.26211833,3.244,1.95,5587.0,1.309
K02374.02,12.1628195,2.3161,3.14,5587.0,1.309
K02144.01,38.6715843,5.532,2.45,5432.0,0.913
K02146.01,2.949029106,2.0311,1.48,4983.0,0.807
K02223.01,1.104462494,1.0458,1.6,5002.0,0.753
K02303.01,4.89336495,3.485,1.6,6688.0,1.347
K02304.01,11.17392077,3.307,1.64,5911.0,0.914
K02078.01,18.78429232,3.1136,2.14,4243.0,0.641
K02151.01,7.47763833,2.5693,2.05,5957.0,1.953
K02308.01,28.5057217,6.324,2.55,5712.0,0.87
K02310.01,16.4581861,1.9637,1.82,5475.0,0.884
K02084.01,4.19577385,2.1557,3.02,5229.0,1.005
K02160.01,17.6700291,6.693,2.89,5795.0,1.247
K02319.01,21.1033014,2.059,1.56,6000.0,1.126
K02324.01,1.204686597,0.823,1.55,5780.0,1.0
K02166.01,61.6174528,3.816,3.36,5480.0,0.931
K02245.01,33.4698571,4.749,2.45,5912.0,1.094
K02329.01,1.615357809,1.1435,1.37,3821.0,0.486
K00239.01,5.640676975,2.8354,4.59,5794.0,1.216
K02098.01,25.0823402,6.423,2.26,6429.0,1.262
K02172.01,10.44087398,3.743,3.41,5738.0,0.981
K02634.01,19.9401211,4.283,2.42,5623.0,0.763
K02558.01,1.867281146,7.495,31.18,6117.0,1.025
K02641.01,3.55557922,3.24,0.84,5839.0,1.082
K02563.01,23.4772553,6.735,1.34,6384.0,1.121
K02564.01,66.5576728,10.532,4.96,5734.0,3.405
K00254.01,2.455240626,1.72722,10.6,3793.0,0.568
K02643.01,9.08233411,2.008,1.35,5354.0,0.788
K02417.01,47.7052566,5.959,2.89,4551.0,0.672
K02420.01,10.41728722,4.125,1.64,5557.0,1.151
K02654.01,13.5631157,5.438,1.75,5853.0,0.895
K02427.01,2.93101771,2.231,1.15,5485.0,0.788
K02580.01,3.11604194,1.7763,1.59,5591.0,0.86
K02430.01,10.21507506,3.395,1.5,5406.0,0.95
K02656.01,6.77367892,3.579,1.33,6392.0,1.072
K02436.01,84.5733346,5.762,2.59,5418.0,0.888
K02590.01,11.7489907,4.043,1.01,6440.0,1.655
K02519.01,4.790912471,0.5134,2.25,4359.0,0.676
K02595.01,9.18244299,4.318,1.24,6194.0,1.314
K02595.02,14.6134781,5.266,1.12,6194.0,1.314
K02673.01,4.593595496,2.7468,44.14,5717.0,0.884
K02597.01,8.00504749,3.32,1.52,6398.0,1.101
K02597.02,12.13070414,3.843,1.61,6398.0,1.101
K02597.03,5.61357653,2.905,1.41,6398.0,1.101
K02598.01,29.2254372,5.293,1.35,6049.0,1.008
K02378.01,4.76702759,2.013,1.19,5629.0,0.937
K02448.01,13.62801048,3.5374,3.28,5052.0,0.855
K02601.01,2.622134451,4.735,1.64,5864.0,1.369
K02379.01,40.0088894,3.616,20.75,6237.0,1.023
K02381.01,6.58738839,4.758,1.35,5616.0,0.822
K02382.01,0.759706632,1.0896,1.38,8621.0,2.094
K02455.01,4.74254518,1.023,1.77,6046.0,1.007
K02532.01,7.9709719,1.2893,2.27,5237.0,0.826
K02389.01,22.9221181,8.2,1.33,5897.0,1.081
K02465.01,5.46091846,1.781,1.25,6319.0,0.93
K02467.01,5.05661302,3.926,1.15,5926.0,0.939
K02400.01,11.6191707,1.819,2.21,5870.0,0.834
K02403.01,13.32354078,3.873,1.32,6113.0,1.218
K02474.01,176.845697,3.812,42.05,5592.0,0.797
K02552.01,3.65690909,2.064,1.32,6078.0,1.271
K02629.01,8.59000355,6.68,1.82,5817.0,0.876
K02406.01,7.01074295,2.1787,3.76,5814.0,2.476
K02481.01,33.8542586,12.689,15.96,4553.0,10.472
K02702.01,75.378004,6.744,3.82,5876.0,1.077
K02703.01,213.258526,7.768,2.72,4477.0,0.637
K02705.01,2.8867624,0.9879,1.24,3483.0,0.389
K02767.01,1.28805834,3.419,1.08,5631.0,1.132
K02927.01,24.4359956,6.254,2.31,6197.0,1.035
K02929.01,10.06478627,2.86,1.49,5438.0,0.82
K00277.01,16.23191704,7.461,3.54,5919.0,1.585
K02709.01,15.4126766,3.402,2.82,5240.0,0.856
K02774.01,2.49432176,2.3269,8.91,5780.0,1.0
K02775.01,17.57704569,2.022,27.21,5653.0,0.901
K02854.01,0.755111225,3.164,1.38,5780.0,1.0
K02855.01,1.400755743,1.0562,1.3,5487.0,1.072
K02932.01,3.84933401,2.299,2.12,5984.0,0.906
K02780.01,3.35184041,1.9855,1.88,6198.0,1.005
K02962.01,2.17291055,2.139,0.93,6164.0,1.045
K00277.02,13.84984567,7.2783,1.45,5919.0,1.585
K00269.01,18.01164974,6.7367,1.83,6477.0,1.459
K02799.01,0.597933473,1.918,1.24,6543.0,1.159
K00279.01,28.45489091,8.1593,6.08,6206.0,1.573
K02724.01,0.620739667,2.477,29.28,6559.0,1.602
K00274.01,15.0896415,4.3349,1.42,6063.0,1.613
K02878.01,3.89524296,1.689,1.13,5018.0,0.838
K02729.01,14.8877665,4.981,1.96,6143.0,1.116
K00270.01,12.58229808,6.375,1.53,5587.0,1.423
K02809.01,7.12684695,3.179,1.38,6050.0,0.896
K02675.01,5.448321078,2.2213,2.17,5721.0,0.905
K02675.02,1.116127169,1.3235,1.0,5721.0,0.905
K02812.01,76.6139446,10.22,2.61,6173.0,1.03
K02816.01,1.289590179,1.3541,1.38,5467.0,0.808
K00274.02,22.8030252,4.768,1.29,6063.0,1.613
K00270.02,33.67280658,8.2267,1.86,5587.0,1.423
K02899.01,5.77207177,2.605,1.54,5591.0,0.86
K02901.01,0.633514386,1.2792,0.81,4330.0,0.618
K02691.01,97.4463194,6.765,3.05,4735.0,0.686
K02755.01,8.48299282,2.505,0.8,5827.0,0.933
K02911.01,12.4258343,28.1171,2.75,6185.0,0.991
K02912.01,0.873227249,0.7948,1.68,6341.0,1.111
K02914.01,21.1181653,9.734,2.89,6461.0,2.566
K02761.01,1.846861455,1.6605,2.23,5591.0,0.86
K03007.01,11.1916199,2.1,1.47,5646.0,0.956
K00307.01,19.67409703,3.7535,1.78,6023.0,1.031
K03012.01,1.086486129,0.8383,1.69,5911.0,2.0
K00307.02,5.21104597,3.3447,1.18,6023.0,1.031
K00308.01,35.5969684,6.691,3.72,6212.0,1.209
K00309.01,1.633107509,1.491,0.53,4579.0,0.684
K03018.01,45.1178526,3.737,2.78,5585.0,1.038
K03022.01,2.76263737,1.821,1.25,5772.0,0.901
K03097.01,11.9216035,5.009,0.87,6006.0,1.082
K03097.02,6.80257947,4.608,0.73,6006.0,1.082
K03097.03,8.70312154,4.807,0.72,6006.0,1.082
K03022.02,5.05368985,2.514,1.21,5772.0,0.901
K03099.01,14.0498182,2.907,1.45,4228.0,0.652
K03106.01,0.968980781,1.517,1.08,5866.0,1.0
K03107.01,8.589562,9.885,15.95,5766.0,0.945
K00319.01,46.15119482,6.3427,10.02,5877.0,1.963
K03031.01,7.64809462,2.216,1.19,5641.0,0.85
K00322.01,5.888835386,3.7988,584.67,5780.0,1.0
K00384.01,5.0800579,5.207,3.95,6049.0,2.52
K03036.01,161.239891,24.472,3.48,5514.0,0.826
K03117.01,6.06664931,1.962,0.87,5569.0,0.892
K03119.01,2.184437698,1.0422,0.94,3421.0,0.25
K03122.01,8.05337912,5.382,1.28,6231.0,2.062
K03040.01,4.8099878,1.97,1.59,5988.0,0.934
K03043.01,3.08942807,3.214,1.07,6137.0,1.103
K03130.01,14.8638496,2.705,2.9,5159.0,0.8
K03130.02,5.65245733,2.062,1.05,5159.0,0.8
K03132.01,0.536650319,2.383,1.35,6020.0,2.0
K00336.01,19.5148412,3.096,2.8,7004.0,2.556
K00279.02,15.4130812,6.6358,2.59,6206.0,1.573
K02973.01,5.76556718,3.138,1.66,6218.0,1.072
K03140.01,5.68879083,2.55,0.99,4234.0,0.639
K00051.01,10.431146765,3.8853,50.44,5780.0,1.0
K02978.01,2.61846258,3.505,1.03,4266.0,0.643
K03142.01,27.9430245,6.125,2.21,6468.0,1.25
K03144.01,8.07394097,2.455,1.59,3675.0,0.398
K03145.01,4.53702121,1.813,1.66,4805.0,0.688
K03145.02,0.977311489,1.403,1.06,4805.0,0.688
K03064.01,1.332562787,6.28,29.1,6091.0,0.967
K00052.01,2.98786272,2.5814,17.82,5231.0,0.821
K03429.04,44.433726,6.118,1.85,5596.0,1.145
K02989.01,6.33125228,2.688,1.31,5383.0,0.759
K03066.01,24.2204192,3.271,2.1,5165.0,0.761
K00349.01,14.38682567,2.1417,2.54,5725.0,1.072
K00350.01,12.99065074,2.3748,2.02,5787.0,1.027
K03073.01,7.40985182,1.131,1.18,5462.0,0.836
K00300.01,2.976020742,3.73,2.07,5947.0,1.796
K00356.01,1.82708193,1.96401,5.95,5311.0,1.769
K00358.01,22.845241036,5.3007,30.35,5926.0,1.351
K00575.01,24.31574009,4.1344,2.8,6242.0,1.047
K04260.03,358.66044,16.732,1.62,5619.0,1.406
K00070.04,6.09855603,2.9815,0.84,5465.0,0.925
K00479.01,34.18884323,5.3278,2.97,5515.0,0.925
K00526.01,2.104721971,1.7547,2.89,5703.0,0.975
K00580.01,6.521209629,2.7975,2.54,5822.0,0.898
K00483.01,4.79860021,3.0384,2.51,5631.0,0.847
K00528.01,9.57665962,3.3603,2.88,5386.0,1.076
K00528.02,96.6781852,5.6957,3.29,5386.0,1.076
K00528.03,20.55280311,2.2013,2.99,5386.0,1.076
K04260.04,84.799829,15.21,1.16,5619.0,1.406
K00428.01,6.8731664,6.8569,13.44,6490.0,2.179
K00070.05,19.5776073,3.382,0.9,5465.0,0.925
K00533.01,16.54967098,4.3808,2.95,5372.0,0.916
K00533.02,3.52467888,2.484,1.46,5372.0,0.916
K00584.01,9.9267215,3.8428,2.76,5475.0,0.982
